uscounty,Lincoln,1002,2009,0,1433,1562,49432
uscounty,Greeley,903,1791,1,1404,1532,49432
uscounty,Harris,3055,7340,0,6333,6368,196888
uscounty,Screven,1120,2265,1,1739,1777,49432
uscounty,San Juan,2471,8287,0,7088,7040,196888
uscounty,Stonewall,4241,12545,0,10250,10234,196888
uscounty,Henry,1298,4634,0,3425,3782,49432
uscounty,Grafton,2673,12316,1,10042,9992,196888
uscounty,Newton,1640,5149,0,4236,4144,49432
uscounty,Posey,1616,4498,1,3403,3690,196888
uscounty,McMullen,983,2002,0,1377,1600,49432
uscounty,Cumberland,7365,34156,0,26770,27891,786712
uscounty,Walton,295,1166,0,1002,987,12568
uscounty,Pope,2003,7396,0,6157,6144,196888
uscounty,Rappahannock,1097,2311,0,1687,1705,49432
uscounty,Amherst,4339,10497,1,7602,8728,196888
uscounty,Ventura,1185,2206,0,1742,1898,49432
uscounty,Crawford,1300,3142,0,2691,2472,49432
uscounty,Park,3046,7914,0,6741,6958,196888
uscounty,Los Angeles,107,208,0,171,170,12568
uscounty,Yuma,1012,4051,0,3326,3357,49432
uscounty,Gordon,1846,7155,2,6164,6119,196888
uscounty,Calhoun,4023,12356,1,10359,10386,196888
uscounty,Highlands,2560,3570,1,3005,1729,49432
uscounty,Covington,685,1449,0,1116,1314,49432
uscounty,Orange,1404,2834,1,2327,2292,49432
uscounty,McPherson,1391,2792,0,2249,2217,49432
uscounty,Pinal,2705,9037,0,7121,7123,196888
uscounty,Fulton,3081,7389,0,6486,6482,196888
uscounty,Alamosa,2239,8000,0,7045,7000,196888
uscounty,Citrus,789,1595,1,1019,1276,49432
uscounty,Culebra,1728,3803,0,2869,3057,49432
uscounty,Dorado,5803,21080,1,17552,17456,196888
uscounty,DeKalb,4140,13610,1,10238,11575,196888
uscounty,Clarion,962,2473,0,2001,2048,49432
uscounty,Miner,856,1937,0,1561,1589,49432
uscounty,Jerauld,1014,1893,0,1355,1509,49432
uscounty,Decatur,1710,5727,0,4498,4441,49432
uscounty,Dubois,2454,6395,0,5006,5354,196888
uscounty,Essex,1847,3792,1,2641,3240,196888
uscounty,Williamsburg,2449,12214,1,9407,9515,196888
uscounty,Essex,880,1918,0,1299,1369,49432
uscounty,Worth,976,2045,0,1811,1905,49432
uscounty,Hughes,1777,4446,0,3407,3409,49432
uscounty,Buchanan,2113,5008,1,4651,4635,196888
uscounty,Alleghany,1363,6117,0,4395,4780,49432
uscounty,Lowndes,2133,5667,1,4538,4511,196888
uscounty,Scott,5756,28712,0,23012,23412,196888
uscounty,Prowers,1270,3446,0,2653,2826,49432
uscounty,Sutton,2777,7170,2,4619,5887,196888
uscounty,Sabana Grande,943,2035,0,1363,1717,49432
uscounty,Muskogee,1766,5181,0,4469,4639,196888
uscounty,Christian,1312,2910,0,2539,2532,49432
uscounty,Ciales,869,2298,0,1975,1950,49432
uscounty,Lamar,667,1280,2,956,968,49432
uscounty,Ripley,1210,2349,0,1878,1934,49432
uscounty,Mercer,1031,2108,1,1660,1704,49432
uscounty,Hart,2856,6403,1,4872,5511,196888
uscounty,Jackson,1599,3853,1,3105,3294,49432
uscounty,Northumberland,1625,3097,1,2387,2623,196888
uscounty,Fort Bend,1121,2533,0,1782,1988,49432
uscounty,Green Lake,1410,3212,0,2284,2375,49432
uscounty,Pondera,1832,6025,0,4665,5001,196888
uscounty,Walworth,3891,12854,2,10318,10315,196888
uscounty,Mineral,545,1357,1,1083,1071,49432
uscounty,Fulton,2155,4591,2,3116,3858,196888
uscounty,Suffolk,4128,9760,0,7886,7941,196888
uscounty,Union,3478,11179,2,9046,8973,196888
uscounty,McDonald,1723,5691,0,4442,4616,196888
uscounty,Scotts Bluff,1374,3020,0,2090,2345,49432
uscounty,San Miguel,3481,12862,2,10623,10505,196888
uscounty,Lee,670,1288,0,897,1012,49432
uscounty,Parker,1082,3716,0,3064,3061,49432
uscounty,Dickey,2177,4672,0,3263,3725,196888
uscounty,Barnes,1017,1993,0,1309,1603,49432
uscounty,Sibley,3462,8711,0,6823,7246,196888
uscounty,Upson,2699,15261,0,12639,13011,196888
uscounty,Sonoma,1377,3862,0,3022,3189,49432
uscounty,Chippewa,1706,3582,2,2925,3001,49432
uscounty,Bonneville,810,2044,0,1561,1658,49432
uscounty,Barrow,2269,10798,0,8655,8885,196888
uscounty,Long,6249,61353,0,48201,48926,196888
uscounty,Kinney,1541,2752,0,1602,2167,49432
uscounty,Ottawa,1690,3398,1,2260,2703,49432
uscounty,Clearfield,4752,15072,1,13310,13467,196888
uscounty,Clinton,1637,5249,0,4156,4154,196888
uscounty,Santa Isabel,1714,6971,1,6009,5982,196888
uscounty,Montgomery,5480,9628,0,3142,8224,196888
uscounty,Alcorn,718,1451,0,1181,1180,49432
uscounty,Lafayette,975,2601,2,2056,2208,49432
uscounty,Grant,5263,15346,0,12441,12847,196888
uscounty,Atchison,2314,4877,0,3288,4182,196888
uscounty,Macon,1085,4196,0,3427,3383,49432
uscounty,St. Joseph,1271,2747,1,2150,2288,49432
uscounty,Franklin,7695,30311,0,21581,22615,786712
uscounty,Garfield,1832,8535,1,6645,6618,196888
uscounty,Adams,1851,5439,0,4170,4403,196888
uscounty,Olmsted,3232,7812,0,6457,6748,196888
uscounty,Union,2889,7413,0,6052,6145,196888
uscounty,Trujillo Alto,1399,2969,0,2081,2374,49432
uscounty,Mobile,2604,7776,1,6244,6178,196888
uscounty,McCook,1238,2593,0,2443,2479,49432
uscounty,Fayette,1618,4468,0,3570,3594,49432
uscounty,Chambers,3783,21023,2,16991,16934,196888
uscounty,Northampton,671,1431,1,1040,1133,49432
uscounty,Moffat,1272,2824,0,2238,2307,49432
uscounty,Green,2572,8801,0,6509,7119,196888
uscounty,Franklin,1533,7951,1,5658,6531,196888
uscounty,Beaufort,1319,2664,0,1666,2142,49432
uscounty,Jayuya,2516,5870,0,5097,5069,196888
uscounty,Burleigh,2236,10106,1,7742,7844,196888
uscounty,Rowan,4252,16920,1,15272,15204,196888
uscounty,Iron,4886,9249,0,7661,6144,196888
uscounty,Kandiyohi,3868,10638,0,8909,8793,196888
uscounty,Wolfe,609,1664,0,1354,1331,49432
uscounty,Fayette,2409,4849,0,3238,3564,49432
uscounty,Lawrence,4879,29628,0,23336,23942,196888
